user_id,age,gender,city,register_date,user_level
U00106,22,女,三线及以下,2025-08-14,4
U00107,25,女,新一线城市,2024-01-19,2
U00108,21,女,新一线城市,2024-03-09,2
U00109,30,男,二线城市,2026-03-21,3
U00110,33,女,一线城市,2026-08-22,3
U00111,24,男,三线及以下,2025-05-21,5
U00112,30,男,新一线城市,2025-06-01,1
U00113,28,女,一线城市,2024-04-08,4
U00114,41,女,三线及以下,2026-05-19,4
U00115,34,女,新一线城市,2026-05-01,2
U00116,35,女,新一线城市,2024-06-19,5
U00117,38,男,二线城市,2025-12-07,0
U00118,27,女,一线城市,2026-05-09,3
U00119,27,男,三线及以下,2026-07-29,3
U00120,41,女,新一线城市,2026-03-01,5
U00121,47,男,一线城市,2025-02-13,4
U00122,20,女,一线城市,2025-11-05,5
U00123,30,男,三线及以下,2025-04-10,0
U00124,25,男,一线城市,2026-07-29,4
U00125,36,男,一线城市,2026-09-10,3
U00126,20,男,三线及以下,2026-03-11,0
U00127,19,男,一线城市,2026-08-23,3
U00128,33,女,新一线城市,2025-12-31,6
U00129,46,男,一线城市,2025-04-04,4
U00130,22,男,二线城市,2026-08-27,3
U00131,18,男,新一线城市,2025-08-20,3
U00132,38,男,二线城市,2025-09-01,0
U00133,31,女,新一线城市,2026-03-27,2
U00134,27,女,一线城市,2025-11-19,5
U00135,32,女,三线及以下,2026-02-23,4
U00136,18,女,三线及以下,2026-03-06,3
U00137,32,男,三线及以下,2026-07-23,1
U00138,29,男,新一线城市,2025-12-29,2
U00139,22,男,三线及以下,2026-09-06,4
U00140,40,男,新一线城市,2024-04-22,5
U00141,28,女,三线及以下,2026-05-07,5
U00142,27,男,新一线城市,2026-08-17,4
U00143,23,男,新一线城市,2025-02-07,2
U00144,22,女,三线及以下,2025-03-19,5
U00145,32,男,新一线城市,2024-02-10,4
U00146,18,男,一线城市,2026-09-07,0
U00147,50,男,二线城市,2026-06-13,5
U00148,46,女,三线及以下,2024-02-08,3
U00149,23,女,三线及以下,2026-09-10,3
U00150,31,男,一线城市,2025-03-13,3
U00151,23,男,新一线城市,2023-10-18,2
U00152,33,女,新一线城市,2026-08-12,3
U00153,21,男,新一线城市,2025-01-06,3
U00154,35,女,二线城市,2026-07-31,0
U00155,33,男,新一线城市,2025-09-06,0
U00156,30,女,二线城市,2026-07-25,0
U00157,34,女,二线城市,2024-12-03,2
U00158,38,男,新一线城市,2026-08-10,0
U00159,30,男,三线及以下,2025-08-02,1
U00160,51,男,二线城市,2025-05-03,6
U00161,20,男,三线及以下,2024-03-01,5
U00162,24,女,三线及以下,2025-09-11,2
U00163,28,男,一线城市,2024-05-03,3
U00164,24,男,新一线城市,2026-05-30,4
U00165,38,男,三线及以下,2023-11-15,2
U00166,28,男,二线城市,2025-12-30,5
U00167,20,男,新一线城市,2026-05-14,3
U00168,29,女,一线城市,2026-09-01,2
U00169,18,女,一线城市,2024-09-19,6
U00170,51,女,新一线城市,2024-12-09,5
U00171,41,男,二线城市,2025-12-24,0
U00172,55,女,一线城市,2025-09-13,5
U00173,49,女,二线城市,2026-09-03,2
U00174,36,女,一线城市,2024-08-15,3
U00175,29,男,三线及以下,2026-09-02,5
U00176,31,男,一线城市,2024-05-30,3
U00177,26,男,三线及以下,2024-08-24,3
U00178,40,男,新一线城市,2026-07-30,6
U00179,19,男,新一线城市,2026-07-25,2
U00180,55,女,一线城市,2026-05-16,0
U00181,20,女,新一线城市,2024-06-03,1
U00182,22,男,三线及以下,2025-08-02,2
U00183,21,男,三线及以下,2025-09-22,3
U00184,24,男,一线城市,2026-02-23,6
U00185,24,女,一线城市,2026-05-31,3
U00186,34,女,三线及以下,2026-06-04,3
U00187,29,女,新一线城市,2024-12-20,3
U00188,18,男,三线及以下,2026-01-11,0
U00189,43,男,一线城市,2024-08-28,5
U00190,30,男,一线城市,2025-01-12,2
U00191,24,男,一线城市,2025-04-11,4
U00192,43,女,二线城市,2026-02-03,5
U00193,24,男,一线城市,2026-08-12,3
U00194,55,女,一线城市,2026-07-20,4
U00195,27,男,新一线城市,2026-08-15,6
U00196,20,女,新一线城市,2025-10-04,4
U00197,38,女,三线及以下,2025-02-28,5
U00198,39,男,一线城市,2024-01-25,3
U00199,22,男,二线城市,2024-06-14,2
U00200,36,女,一线城市,2026-08-15,0
U00201,33,女,一线城市,2025-12-26,3
U00202,37,男,三线及以下,2024-09-19,3
U00203,34,女,三线及以下,2026-07-19,1
U00204,22,男,一线城市,2023-10-23,2
U00205,24,男,三线及以下,2026-06-16,3
U00206,23,女,新一线城市,2025-04-03,5
U00207,49,男,一线城市,2026-05-19,0
U00208,35,女,三线及以下,2026-03-23,1
U00209,25,女,新一线城市,2026-09-09,4
U00210,35,男,二线城市,2026-08-16,4
U00211,28,女,二线城市,2026-05-24,4
U00212,39,男,新一线城市,2026-06-24,4
U00213,33,女,三线及以下,2024-04-27,1
U00214,37,男,一线城市,2026-06-21,2
U00215,19,女,二线城市,2025-03-26,0
U00216,47,男,三线及以下,2025-10-30,3
U00217,21,男,二线城市,2024-09-10,4
U00218,24,女,一线城市,2025-09-01,2
U00219,34,男,新一线城市,2026-06-28,4
U00220,31,男,新一线城市,2024-07-06,3
U00221,19,女,三线及以下,2026-04-15,5
U00222,37,男,新一线城市,2026-09-09,2
U00223,19,女,一线城市,2026-02-21,5
U00224,33,男,一线城市,2024-12-15,6
U00225,36,男,一线城市,2025-05-31,2
U00226,25,男,新一线城市,2026-07-03,0
U00227,46,女,三线及以下,2026-07-19,4
U00228,18,女,二线城市,2025-10-14,5
U00229,41,男,三线及以下,2024-05-17,1
U00230,28,男,新一线城市,2026-04-19,6
U00231,39,男,新一线城市,2025-03-01,6
U00232,33,男,一线城市,2023-12-22,5
U00233,38,女,新一线城市,2024-05-10,3
U00234,52,男,二线城市,2026-09-10,5
U00235,46,男,三线及以下,2024-02-25,4
U00236,38,男,新一线城市,2025-10-14,3
U00237,32,女,新一线城市,2025-04-07,5
U00238,48,男,二线城市,2024-09-14,4
U00239,39,女,一线城市,2026-07-16,2
U00240,19,男,新一线城市,2026-09-04,5
U00241,36,男,一线城市,2026-09-05,2
U00242,28,男,一线城市,2024-11-04,1
U00243,21,男,三线及以下,2025-09-06,4
U00244,42,女,三线及以下,2026-02-04,2
U00245,29,女,三线及以下,2026-09-10,5
U00246,19,女,二线城市,2025-09-07,2
U00247,40,女,一线城市,2026-02-27,5
U00248,35,女,三线及以下,2023-10-09,2
U00249,24,男,二线城市,2026-07-08,2
U00250,25,女,二线城市,2026-06-04,3
U00251,34,男,二线城市,2023-12-30,3
U00252,34,女,新一线城市,2025-12-03,0
U00253,24,男,三线及以下,2026-04-24,2
U00254,40,男,二线城市,2025-08-22,1
U00255,24,女,二线城市,2026-09-02,4
U00256,20,女,二线城市,2026-08-25,2
U00257,45,男,三线及以下,2026-02-04,2
U00258,20,女,一线城市,2026-07-12,1
U00259,33,男,新一线城市,2026-08-03,3
U00260,30,男,新一线城市,2025-09-26,5
U00261,24,女,三线及以下,2023-10-12,2
U00262,22,女,新一线城市,2025-07-10,1
U00263,23,男,三线及以下,2026-03-03,4
U00264,25,女,新一线城市,2026-01-19,6
U00265,24,男,一线城市,2023-11-27,0
U00266,36,女,二线城市,2024-10-20,2
U00267,23,男,三线及以下,2025-08-07,3
U00268,26,女,三线及以下,2025-04-07,2
U00269,46,女,三线及以下,2026-06-05,2
U00270,25,女,一线城市,2025-12-01,3
U00271,34,男,一线城市,2024-09-16,1
U00272,25,男,一线城市,2026-08-11,1
U00273,45,男,二线城市,2024-08-09,1
U00274,21,男,二线城市,2026-06-09,0
U00275,26,女,一线城市,2023-11-30,3
U00276,22,女,二线城市,2026-08-30,3
U00277,29,男,新一线城市,2026-09-10,3
U00278,22,女,一线城市,2025-05-22,6
U00279,26,男,新一线城市,2025-06-22,1
U00280,29,女,二线城市,2026-05-21,4
U00281,38,女,新一线城市,2025-08-25,4
U00282,31,男,一线城市,2026-02-19,3
U00283,34,男,一线城市,2026-07-11,4
U00284,49,男,三线及以下,2023-09-14,3
U00285,26,男,三线及以下,2026-08-31,0
U00286,34,男,三线及以下,2024-09-28,3
U00287,38,女,新一线城市,2026-08-05,5
U00288,36,男,二线城市,2026-06-28,2
U00289,25,女,二线城市,2026-05-25,3
U00290,38,男,二线城市,2025-08-16,4
U00291,24,男,新一线城市,2026-04-13,1
U00292,52,男,新一线城市,2026-09-10,0
U00293,25,男,二线城市,2026-08-30,5
U00294,29,男,一线城市,2026-08-28,3
U00295,36,女,二线城市,2026-07-18,3
U00296,53,女,三线及以下,2024-02-19,1
U00297,26,女,一线城市,2026-01-08,2
U00298,42,男,新一线城市,2024-05-08,1
U00299,36,男,二线城市,2025-10-10,5
U00300,51,女,新一线城市,2026-09-01,0
U00301,18,女,新一线城市,2025-01-06,2
U00302,45,男,新一线城市,2025-03-26,1
U00303,19,女,二线城市,2026-09-10,2
U00304,19,男,三线及以下,2026-09-10,0
U00305,18,女,二线城市,2024-03-06,6
U00306,19,男,新一线城市,2024-10-10,1
U00307,29,女,新一线城市,2026-04-11,1
U00308,37,女,一线城市,2024-03-25,1
U00309,21,男,二线城市,2024-12-24,3
U00310,33,女,二线城市,2025-08-22,2
U00311,18,女,二线城市,2024-05-11,2
U00312,35,女,二线城市,2026-04-27,4
U00313,37,女,一线城市,2026-07-10,4
U00314,26,女,二线城市,2024-11-14,2
U00315,47,男,新一线城市,2026-03-12,3
U00316,38,男,新一线城市,2025-04-04,3
U00317,38,女,二线城市,2026-07-13,4
U00318,26,女,新一线城市,2024-05-25,4
U00319,36,男,二线城市,2026-08-27,1
U00320,44,男,三线及以下,2024-03-18,3
U00321,33,女,三线及以下,2026-04-19,3
U00322,27,男,一线城市,2025-12-07,2
U00323,19,女,二线城市,2026-09-10,6
U00324,27,男,一线城市,2024-11-30,3
U00325,39,男,一线城市,2024-12-03,6
U00326,38,男,二线城市,2024-07-16,3
U00327,23,女,三线及以下,2026-07-07,4
U00328,23,男,一线城市,2023-12-03,1
U00329,31,男,二线城市,2026-04-08,3
U00330,26,男,一线城市,2026-03-23,5
U00331,47,男,一线城市,2025-11-14,5
U00332,22,女,一线城市,2024-04-17,3
U00333,33,男,新一线城市,2025-01-15,4
U00334,35,男,二线城市,2026-06-25,5
U00335,46,女,一线城市,2024-04-29,1
U00336,38,男,新一线城市,2025-06-18,4
U00337,25,女,三线及以下,2025-03-16,0
U00338,21,男,新一线城市,2026-08-21,2
U00339,25,女,一线城市,2026-02-04,3
U00340,22,男,二线城市,2026-07-18,5
U00341,20,男,新一线城市,2026-08-13,3
U00342,20,男,二线城市,2026-04-13,3
U00343,36,女,一线城市,2026-09-04,6
U00344,24,男,二线城市,2026-03-19,6
U00345,24,男,一线城市,2025-12-09,2
U00346,47,男,二线城市,2026-09-10,5
U00347,32,男,一线城市,2024-12-09,3
U00348,27,男,新一线城市,2025-03-22,1
U00349,20,女,新一线城市,2024-12-05,1
U00350,40,男,三线及以下,2026-08-30,3
U00351,32,女,新一线城市,2024-06-30,3
U00352,38,男,新一线城市,2026-07-27,2
U00353,31,男,三线及以下,2026-06-09,4
U00354,19,女,一线城市,2025-08-26,6
U00355,36,男,一线城市,2026-01-02,1
U00356,30,女,二线城市,2026-04-20,3
U00357,37,女,三线及以下,2026-08-03,6
U00358,27,男,新一线城市,2026-09-10,0
U00359,22,男,三线及以下,2026-08-17,4
U00360,22,男,新一线城市,2024-02-24,6
U00361,45,女,三线及以下,2025-03-08,4
U00362,28,女,二线城市,2024-08-06,3
U00363,31,女,二线城市,2025-07-25,3
U00364,28,男,三线及以下,2026-08-23,1
U00365,19,男,三线及以下,2024-03-09,5
U00366,27,女,新一线城市,2025-02-08,1
U00367,34,男,新一线城市,2025-03-10,4
U00368,26,男,三线及以下,2024-07-22,4
U00369,28,女,二线城市,2025-12-29,5
U00370,18,男,三线及以下,2026-08-27,4
U00371,36,男,一线城市,2026-07-23,5
U00372,23,女,一线城市,2026-09-09,4
U00373,36,女,三线及以下,2025-05-12,3
U00374,29,男,三线及以下,2025-09-03,2
U00375,18,男,一线城市,2024-11-04,3
U00376,28,女,二线城市,2024-06-08,1
U00377,30,女,一线城市,2026-09-10,1
U00378,31,女,一线城市,2025-10-28,1
U00379,25,女,一线城市,2025-01-17,3
U00380,21,男,一线城市,2023-09-24,2
U00381,41,男,三线及以下,2026-01-05,3
U00382,47,女,三线及以下,2026-09-05,0
U00383,37,男,三线及以下,2025-04-04,4
U00384,20,男,一线城市,2025-08-30,5
U00385,24,男,一线城市,2023-10-31,0
U00386,24,女,三线及以下,2026-08-21,5
U00387,36,男,二线城市,2024-04-09,3
U00388,41,男,新一线城市,2026-08-09,3
U00389,44,女,新一线城市,2026-09-08,2
U00390,31,男,一线城市,2026-05-02,4
U00391,34,男,一线城市,2026-08-13,3
U00392,52,女,一线城市,2026-07-07,6
U00393,35,男,二线城市,2026-09-01,4
U00394,28,男,一线城市,2025-01-08,2
U00395,25,女,二线城市,2026-08-16,2
U00396,18,女,三线及以下,2026-09-10,3
U00397,45,男,二线城市,2026-01-20,6
U00398,43,男,一线城市,2026-05-11,4
U00399,40,男,二线城市,2024-11-17,3
U00400,30,女,一线城市,2026-07-02,4
U00401,25,女,新一线城市,2025-06-28,5
U00402,21,女,二线城市,2026-08-18,5
U00403,47,男,二线城市,2026-09-10,3
U00404,25,女,新一线城市,2024-06-19,4
U00405,24,女,新一线城市,2026-06-12,4
U00406,18,女,二线城市,2024-01-20,5
U00407,25,男,三线及以下,2026-05-13,4
U00408,52,男,二线城市,2026-09-09,6
U00409,22,女,三线及以下,2026-05-19,3
U00410,29,女,三线及以下,2026-04-19,4
U00411,38,女,一线城市,2023-12-01,3
U00412,34,男,一线城市,2025-11-27,6
U00413,33,女,二线城市,2026-09-01,2
U00414,24,女,三线及以下,2026-08-19,2
U00415,33,女,一线城市,2026-08-24,5
U00416,26,男,新一线城市,2026-07-23,3
U00417,18,男,一线城市,2024-03-12,3
U00418,31,女,三线及以下,2026-03-28,2
U00419,28,女,二线城市,2024-10-14,2
U00420,40,男,二线城市,2023-12-17,5
U00421,40,男,一线城市,2026-02-14,2
U00422,20,男,新一线城市,2026-07-17,3
U00423,48,男,新一线城市,2026-04-10,5
U00424,38,女,新一线城市,2026-06-26,5
U00425,25,男,二线城市,2026-08-31,1
U00426,31,女,新一线城市,2025-11-17,5
U00427,34,女,新一线城市,2025-01-28,0
U00428,27,女,三线及以下,2026-03-12,4
U00429,18,男,一线城市,2024-06-15,4
U00430,21,女,三线及以下,2023-09-28,5
U00431,22,女,二线城市,2026-07-13,2
U00432,24,男,二线城市,2025-09-08,3
U00433,21,男,一线城市,2026-09-04,4
U00434,19,女,二线城市,2026-05-06,3
U00435,30,女,三线及以下,2026-03-16,0
U00436,26,男,三线及以下,2024-01-14,5
U00437,26,男,三线及以下,2025-04-30,1
U00438,23,女,新一线城市,2025-07-22,4
U00439,24,女,三线及以下,2024-12-31,4
U00440,39,男,新一线城市,2025-05-23,3
U00441,29,男,三线及以下,2024-08-15,3
U00442,23,男,新一线城市,2026-06-08,1
U00443,39,男,三线及以下,2026-09-10,4
U00444,25,男,三线及以下,2025-05-15,6
U00445,33,女,二线城市,2026-05-18,2
U00446,18,男,二线城市,2026-09-10,5
U00447,19,男,二线城市,2026-09-10,1
U00448,24,男,新一线城市,2025-12-04,5
U00449,27,男,一线城市,2024-03-10,1
U00450,20,女,二线城市,2026-06-10,0
U00451,28,女,新一线城市,2026-08-08,1
U00452,24,女,新一线城市,2025-11-30,5
U00453,23,女,一线城市,2026-07-07,4
U00454,37,男,新一线城市,2026-08-19,5
U00455,39,男,二线城市,2024-10-17,3
U00456,44,男,新一线城市,2024-02-07,1
U00457,27,男,一线城市,2024-09-07,1
U00458,26,女,二线城市,2023-12-13,6
U00459,29,女,二线城市,2024-09-14,5
U00460,20,男,二线城市,2026-05-03,5
U00461,49,男,三线及以下,2025-02-02,2
U00462,31,男,新一线城市,2024-08-06,4
U00463,27,女,一线城市,2025-10-08,0
U00464,53,男,一线城市,2025-05-19,3
U00465,21,男,新一线城市,2026-06-11,1
U00466,29,男,新一线城市,2024-05-21,3
U00467,27,男,三线及以下,2025-05-14,3
U00468,24,女,一线城市,2024-12-29,4
U00469,28,女,三线及以下,2026-09-06,4
U00470,30,女,新一线城市,2026-08-04,1
U00471,37,女,新一线城市,2024-02-11,2
U00472,38,女,新一线城市,2025-08-23,5
U00473,52,男,新一线城市,2026-09-02,1
U00474,29,女,新一线城市,2026-09-10,1
U00475,25,女,二线城市,2025-11-24,2
U00476,26,男,一线城市,2026-09-06,1
U00477,31,男,新一线城市,2025-03-04,0
U00478,24,男,新一线城市,2026-07-19,0
U00479,31,男,二线城市,2026-06-15,5
U00480,35,男,新一线城市,2026-09-10,3
U00481,27,男,新一线城市,2026-06-25,4
U00482,38,女,二线城市,2024-10-08,5
U00483,39,女,新一线城市,2025-01-21,0
U00484,33,女,新一线城市,2024-06-20,0
U00485,24,男,一线城市,2026-04-24,4
U00486,44,男,新一线城市,2026-08-30,1
U00487,35,男,二线城市,2024-02-25,3
U00488,32,女,一线城市,2025-05-22,1
U00489,20,女,二线城市,2026-09-10,4
U00490,26,男,新一线城市,2024-03-16,1
U00491,24,女,新一线城市,2025-11-15,2
U00492,23,男,一线城市,2025-01-18,2
U00493,18,女,新一线城市,2024-12-17,4
U00494,24,男,新一线城市,2025-12-29,3
U00495,21,男,三线及以下,2025-03-05,3
U00496,31,女,三线及以下,2025-11-04,1
U00497,26,女,新一线城市,2026-01-31,2
U00498,32,男,一线城市,2026-09-03,0
U00499,21,女,新一线城市,2026-09-10,4
U00500,43,女,二线城市,2024-04-15,5
U00501,35,女,三线及以下,2026-08-22,4
U00502,25,男,一线城市,2023-10-03,2
U00503,19,男,一线城市,2026-08-31,5
U00504,31,女,一线城市,2026-05-13,0
U00505,20,女,一线城市,2026-05-04,3
U00506,27,女,三线及以下,2026-05-06,4
U00507,29,男,三线及以下,2025-11-03,2
U00508,31,女,三线及以下,2024-12-11,0
U00509,48,男,新一线城市,2026-06-12,1
U00510,24,男,新一线城市,2026-09-08,3
U00511,23,男,二线城市,2026-05-08,2
U00512,22,女,新一线城市,2026-06-21,3
U00513,47,女,三线及以下,2025-12-31,5
U00514,24,男,二线城市,2026-06-06,3
U00515,32,女,三线及以下,2025-03-12,4
U00516,47,男,新一线城市,2026-01-17,3
U00517,28,男,二线城市,2024-06-01,3
U00518,43,男,二线城市,2026-02-11,6
U00519,19,女,二线城市,2024-11-21,2
U00520,20,男,二线城市,2026-02-28,2
U00521,34,男,新一线城市,2026-07-01,1
U00522,33,女,新一线城市,2026-02-02,2
U00523,28,男,新一线城市,2026-03-30,3
U00524,28,女,二线城市,2026-09-04,2
U00525,24,男,一线城市,2025-10-25,5
U00526,19,女,新一线城市,2024-06-01,0
U00527,32,男,一线城市,2026-02-14,3
U00528,36,男,新一线城市,2026-09-03,2
U00529,32,男,三线及以下,2025-05-05,5
U00530,19,女,一线城市,2026-03-03,4
U00531,21,女,一线城市,2025-01-23,2
U00532,26,男,新一线城市,2025-07-04,3
U00533,44,男,一线城市,2026-08-02,5
U00534,31,男,新一线城市,2024-05-07,4
U00535,31,男,新一线城市,2025-12-03,5
U00536,29,女,三线及以下,2025-01-22,0
U00537,35,女,三线及以下,2026-09-10,5
U00538,35,男,一线城市,2024-03-22,1
U00539,28,女,一线城市,2026-08-10,3
U00540,20,男,二线城市,2024-04-27,1
U00541,32,男,一线城市,2023-12-29,5
U00542,33,男,三线及以下,2024-02-16,1
U00543,32,女,新一线城市,2026-08-27,1
U00544,29,女,新一线城市,2026-09-10,2
U00545,38,女,新一线城市,2024-09-19,5
U00546,24,女,二线城市,2025-06-02,3
U00547,19,男,新一线城市,2026-04-24,3
U00548,50,女,一线城市,2025-10-25,2
U00549,28,女,三线及以下,2026-09-02,3
U00550,22,男,三线及以下,2026-09-02,4
U00551,24,男,新一线城市,2023-12-25,5
U00552,23,女,一线城市,2024-06-11,2
U00553,29,男,新一线城市,2024-02-28,1
U00554,22,男,三线及以下,2024-02-26,5
U00555,32,男,二线城市,2025-12-08,2
U00556,18,男,新一线城市,2025-08-20,5
U00557,29,女,二线城市,2025-06-15,3
U00558,26,男,三线及以下,2025-08-21,3
U00559,35,女,新一线城市,2026-06-26,2
U00560,25,女,三线及以下,2026-06-24,3
U00561,22,女,二线城市,2024-03-28,0
U00562,20,女,二线城市,2026-03-12,2
U00563,22,男,一线城市,2026-05-02,2
U00564,52,男,三线及以下,2025-05-03,5
U00565,27,男,新一线城市,2025-08-08,6
U00566,54,男,三线及以下,2026-07-15,4
U00567,27,女,三线及以下,2026-09-10,2
U00568,19,女,新一线城市,2025-12-23,4
U00569,33,女,一线城市,2025-01-24,2
U00570,21,女,二线城市,2023-11-09,2
U00571,38,男,二线城市,2024-12-18,4
U00572,20,男,一线城市,2025-11-13,5
U00573,20,女,一线城市,2024-12-15,4
U00574,31,女,二线城市,2026-01-07,2
U00575,33,女,二线城市,2026-08-17,2
U00576,22,男,新一线城市,2025-09-12,2
U00577,51,男,三线及以下,2025-11-23,1
U00578,26,女,三线及以下,2026-04-19,6
U00579,32,女,二线城市,2026-01-22,4
U00580,19,男,新一线城市,2023-12-02,3
U00581,29,男,新一线城市,2025-11-22,3
U00582,28,女,二线城市,2026-07-24,4
U00583,31,女,三线及以下,2026-08-18,1
U00584,36,女,二线城市,2026-08-25,3
U00585,28,男,三线及以下,2026-08-09,2
U00586,51,女,新一线城市,2025-10-23,4
U00587,31,男,新一线城市,2026-04-13,3
U00588,36,男,三线及以下,2026-09-10,1
U00589,22,女,三线及以下,2025-05-01,4
U00590,21,男,二线城市,2025-09-03,5
U00591,30,女,新一线城市,2025-07-07,5
U00592,19,女,二线城市,2025-07-06,3
U00593,38,男,二线城市,2024-09-06,4
U00594,38,男,二线城市,2026-06-20,5
U00595,37,女,新一线城市,2026-08-29,3
U00596,27,女,一线城市,2024-01-11,4
U00597,29,男,一线城市,2025-02-07,3
U00598,23,男,一线城市,2023-09-13,1
U00599,36,男,新一线城市,2026-09-01,2
U00600,31,女,新一线城市,2025-07-08,0
U00601,26,男,新一线城市,2024-08-13,4
U00602,19,男,三线及以下,2024-03-04,5
U00603,18,男,二线城市,2026-06-14,3
U00604,24,男,二线城市,2026-09-01,3
U00605,33,男,新一线城市,2024-12-04,0
U00606,29,男,新一线城市,2024-01-22,0
U00607,55,女,三线及以下,2026-08-10,1
U00608,21,女,三线及以下,2026-07-07,0
U00609,26,男,一线城市,2025-11-09,2
U00610,47,男,一线城市,2026-06-17,2
U00611,34,男,二线城市,2024-08-16,6
U00612,29,女,二线城市,2023-12-02,2
U00613,28,男,一线城市,2026-08-16,1
U00614,24,男,三线及以下,2026-01-16,0
U00615,30,女,三线及以下,2025-03-14,1
U00616,20,男,二线城市,2026-01-04,4
U00617,38,女,新一线城市,2023-10-23,2
U00618,27,女,一线城市,2025-08-08,2
U00619,29,男,三线及以下,2026-08-29,3
U00620,27,女,三线及以下,2024-08-12,3
