user_id,video_id,date,watch_seconds,is_like,is_favorite,is_comment,is_share
U00001,V00025,2026-09-08,1547,0,0,0,0
U00001,V00038,2026-09-08,763,0,0,0,0
U00001,V00675,2026-09-08,1755,0,0,0,0
U00001,V00289,2026-09-08,399,0,0,0,0
U00001,V00490,2026-09-08,1213,0,0,1,0
U00001,V00513,2026-09-08,155,0,0,0,0
U00001,V00855,2026-09-09,102,1,0,0,0
U00001,V00077,2026-09-09,353,0,0,0,0
U00001,V00449,2026-09-09,299,0,0,0,0
U00001,V00598,2026-09-09,784,0,0,0,0
U00001,V00422,2026-09-09,233,0,0,0,0
U00001,V00926,2026-09-09,932,0,0,0,0
U00001,V00613,2026-09-10,460,0,0,0,0
U00001,V00194,2026-09-10,907,0,0,0,0
U00001,V00655,2026-09-10,1200,0,0,0,0
U00002,V00199,2026-07-13,32,0,0,0,0
U00002,V00009,2026-07-13,169,0,0,0,0
U00002,V00493,2026-07-13,249,0,0,0,0
U00002,V00648,2026-07-13,598,0,0,0,0
U00002,V00236,2026-07-13,276,0,0,0,0
U00002,V00039,2026-07-13,2526,0,0,0,0
U00002,V00818,2026-07-13,49,0,0,0,0
U00002,V00974,2026-07-16,66,0,0,0,0
U00002,V00625,2026-07-16,352,0,0,0,0
U00002,V00733,2026-07-16,231,0,0,0,0
U00002,V00613,2026-07-16,1626,0,0,0,0
U00002,V00074,2026-07-16,107,0,0,0,0
U00002,V00522,2026-07-16,55,0,0,0,0
U00002,V00964,2026-07-16,226,1,0,0,0
U00002,V00858,2026-07-16,359,0,0,0,0
U00002,V00352,2026-07-27,652,0,0,0,0
U00002,V00821,2026-07-27,236,0,0,0,0
U00002,V00764,2026-07-29,1190,0,0,0,0
U00002,V00328,2026-07-29,312,0,0,0,0
U00002,V00076,2026-07-29,236,0,0,0,0
U00002,V00059,2026-07-29,1501,0,0,0,0
U00002,V00499,2026-07-29,336,0,0,0,0
U00002,V00538,2026-07-29,313,1,0,0,0
U00002,V00314,2026-08-02,126,0,0,0,0
U00002,V00455,2026-08-02,698,0,0,0,0
U00002,V00700,2026-08-02,179,0,0,0,0
U00002,V00798,2026-08-02,887,0,0,0,0
U00002,V00101,2026-08-02,28,0,0,0,0
U00002,V00337,2026-08-02,151,0,0,0,0
U00002,V00873,2026-08-02,209,0,0,0,0
U00002,V00372,2026-08-05,573,0,0,0,0
U00002,V00738,2026-08-05,784,0,0,0,0
U00002,V00450,2026-08-05,1165,0,0,0,0
U00002,V00960,2026-08-05,1251,0,0,0,0
U00002,V00176,2026-08-05,265,0,0,0,0
U00002,V00382,2026-08-09,1017,0,0,0,0
U00002,V00644,2026-08-09,379,0,1,0,0
U00002,V00791,2026-08-09,186,0,0,0,0
U00002,V00347,2026-08-09,277,0,0,0,0
U00002,V00688,2026-08-09,3482,0,0,0,0
U00002,V00497,2026-08-09,896,0,0,0,0
U00002,V00473,2026-08-10,135,0,0,0,0
U00002,V00563,2026-08-10,369,0,1,0,0
U00002,V00719,2026-08-10,563,0,0,0,0
U00002,V00978,2026-08-10,175,0,0,0,0
U00002,V00937,2026-08-11,234,0,0,0,1
U00002,V00515,2026-08-11,187,0,0,0,0
U00002,V00120,2026-08-11,326,0,0,0,0
U00002,V00642,2026-08-11,417,0,0,0,0
U00002,V00876,2026-08-11,72,0,0,0,0
U00002,V00549,2026-08-11,290,0,0,0,0
U00002,V00106,2026-08-11,605,0,0,0,0
U00002,V00101,2026-08-15,190,0,0,0,0
U00002,V00386,2026-08-15,191,0,0,0,0
U00002,V00724,2026-08-15,252,1,0,0,0
U00002,V00543,2026-08-15,698,0,0,0,0
U00002,V00586,2026-08-15,975,0,0,0,0
U00002,V00827,2026-08-16,795,1,0,1,0
U00002,V00779,2026-08-16,1539,0,0,0,0
U00002,V00874,2026-08-17,2524,0,0,0,0
U00002,V00948,2026-08-17,168,0,0,0,0
U00002,V00363,2026-08-17,263,0,0,0,0
U00002,V00545,2026-08-17,189,0,0,0,0
U00002,V00992,2026-08-17,179,0,0,0,0
U00002,V00430,2026-08-17,508,0,0,0,0
U00002,V00456,2026-08-18,209,0,0,0,0
U00002,V00223,2026-08-21,405,0,0,0,0
U00002,V00230,2026-08-21,602,0,0,0,0
U00002,V00497,2026-08-21,471,0,0,0,0
U00002,V00395,2026-08-21,58,0,0,0,0
U00002,V00094,2026-08-22,894,0,0,0,0
U00002,V00563,2026-08-22,147,0,0,0,0
U00002,V00611,2026-08-22,1360,0,0,0,0
U00002,V00053,2026-08-22,305,0,0,0,0
U00002,V00364,2026-08-22,714,0,0,0,0
U00002,V00007,2026-08-22,230,0,1,0,0
U00002,V00852,2026-08-22,155,0,0,0,0
U00002,V00429,2026-08-22,263,0,0,0,0
U00002,V00118,2026-08-24,218,0,0,0,0
U00002,V00045,2026-08-24,164,0,0,0,0
U00002,V00664,2026-08-24,522,0,0,0,0
U00002,V00515,2026-08-24,151,0,0,0,0
U00002,V00471,2026-08-24,93,0,0,0,0
U00002,V00137,2026-08-25,744,0,0,0,0
U00002,V00052,2026-08-25,222,0,0,0,0
U00002,V00559,2026-08-25,133,0,0,0,0
U00002,V00577,2026-08-25,886,0,0,0,0
U00002,V00461,2026-08-25,104,0,0,0,0
U00002,V00753,2026-08-26,84,0,0,0,0
U00002,V00100,2026-08-26,236,0,0,0,0
U00002,V00482,2026-08-26,292,0,0,0,0
U00002,V00513,2026-08-26,211,0,0,0,0
U00002,V00759,2026-08-26,387,0,0,0,0
U00002,V00128,2026-08-26,570,0,0,0,0
U00002,V00859,2026-08-27,181,0,0,0,0
U00002,V00321,2026-08-27,259,0,0,0,0
U00002,V00319,2026-08-27,471,0,0,0,0
U00002,V00071,2026-08-29,903,0,0,0,0
U00002,V00917,2026-08-29,67,0,0,0,0
U00002,V00973,2026-08-29,280,0,1,0,0
U00002,V00195,2026-08-30,393,0,0,0,0
U00002,V00514,2026-08-30,220,0,0,0,0
U00002,V00056,2026-08-30,418,0,0,0,0
U00002,V00317,2026-09-04,221,1,0,0,0
U00002,V00739,2026-09-04,193,0,0,0,0
U00002,V00942,2026-09-04,137,0,1,0,0
U00002,V00039,2026-09-04,2352,0,0,0,0
U00002,V00767,2026-09-06,204,0,0,0,0
U00002,V00251,2026-09-06,1796,0,0,0,0
U00002,V00592,2026-09-06,737,0,0,0,0
U00002,V00029,2026-09-06,562,0,0,0,0
U00002,V00586,2026-09-06,200,0,1,0,0
U00002,V00141,2026-09-08,465,0,0,0,0
U00002,V00910,2026-09-08,137,0,0,0,0
U00002,V00887,2026-09-08,83,0,0,0,0
U00003,V00513,2026-07-14,200,0,0,0,0
U00003,V00997,2026-07-14,304,0,0,0,0
U00003,V00914,2026-07-14,1297,0,0,0,0
U00003,V00241,2026-07-14,952,0,0,0,0
U00003,V00212,2026-07-16,1213,0,0,0,0
U00003,V00889,2026-07-16,261,0,0,0,0
U00003,V00981,2026-07-16,1265,0,0,0,0
U00003,V00849,2026-07-18,125,0,0,0,0
U00003,V00854,2026-07-23,1834,0,0,0,0
U00003,V00686,2026-07-23,372,0,0,0,0
U00003,V00350,2026-07-23,615,0,0,0,0
U00003,V00087,2026-07-24,249,0,0,0,1
U00003,V00564,2026-07-24,951,0,0,1,1
U00003,V00185,2026-07-24,295,0,0,0,0
U00003,V00896,2026-07-24,370,0,0,0,0
U00003,V00951,2026-07-24,472,0,1,0,0
U00003,V00022,2026-07-24,121,0,0,0,0
U00003,V00124,2026-07-24,478,1,0,0,0
U00003,V00321,2026-07-25,457,0,0,0,0
U00003,V00196,2026-07-25,142,0,0,0,0
U00003,V00172,2026-08-03,32,0,0,0,0
U00003,V00714,2026-08-03,865,0,0,0,0
U00003,V00325,2026-08-03,28,0,0,0,0
U00003,V00969,2026-08-03,576,0,0,0,0
U00003,V00890,2026-08-06,2287,0,0,0,0
U00003,V00568,2026-08-06,807,0,0,0,0
U00003,V00387,2026-08-08,1753,0,0,1,0
U00003,V00340,2026-08-08,1109,0,0,0,0
U00003,V00078,2026-08-08,754,0,0,0,0
U00003,V00007,2026-08-08,119,1,0,0,0
U00003,V00041,2026-08-08,313,1,0,0,0
U00003,V00009,2026-08-08,686,0,0,0,0
U00003,V00375,2026-08-09,377,0,0,0,0
U00003,V00685,2026-08-09,457,0,0,0,0
U00003,V00076,2026-08-09,882,0,0,0,0
U00003,V00876,2026-08-09,222,0,0,0,0
U00003,V00056,2026-08-09,1896,0,0,0,0
U00003,V00534,2026-08-09,722,0,0,0,0
U00003,V00426,2026-08-09,704,0,0,0,0
U00003,V00012,2026-08-10,1799,0,0,0,0
U00003,V00694,2026-08-10,1513,1,0,0,0
U00003,V00838,2026-08-12,304,1,0,0,0
U00003,V00273,2026-08-12,1487,0,0,0,0
U00003,V00127,2026-08-12,303,0,0,0,0
U00003,V00036,2026-08-19,55,0,0,0,0
U00003,V00898,2026-08-19,875,0,0,0,0
U00003,V00022,2026-08-19,595,0,0,0,0
U00003,V00969,2026-08-19,3653,1,0,0,0
U00003,V00306,2026-08-19,908,1,0,0,0
U00003,V00471,2026-08-21,79,0,0,0,0
U00003,V00106,2026-08-21,1588,0,0,0,0
U00003,V00129,2026-08-27,49,0,0,0,0
U00003,V00813,2026-08-27,2260,0,0,0,0
U00003,V00793,2026-08-29,174,0,0,0,0
U00003,V00607,2026-08-29,2304,0,0,0,0
U00003,V00557,2026-08-29,1012,1,0,0,0
U00003,V00353,2026-09-05,171,0,0,0,0
U00003,V00681,2026-09-05,1920,0,0,0,0
U00003,V00954,2026-09-05,1467,0,0,0,0
U00003,V00090,2026-09-07,160,0,0,0,0
U00003,V00614,2026-09-07,1209,0,0,0,0
U00003,V00263,2026-09-07,397,0,0,0,0
U00003,V00471,2026-09-07,239,0,0,0,0
U00003,V00093,2026-09-07,125,0,0,0,0
U00003,V00875,2026-09-07,904,0,0,0,0
U00003,V00841,2026-09-08,471,0,0,0,0
U00003,V00918,2026-09-08,260,0,0,0,0
U00003,V00014,2026-09-08,145,0,0,0,0
U00004,V00210,2026-07-16,894,0,0,0,0
U00004,V00209,2026-07-16,516,0,0,0,0
U00004,V00779,2026-07-16,697,0,0,0,0
U00004,V00619,2026-07-26,129,0,0,0,0
U00004,V00834,2026-07-26,724,0,0,0,0
U00004,V00797,2026-07-26,1589,0,0,0,0
U00004,V00857,2026-07-26,260,0,0,0,0
U00004,V00515,2026-07-26,182,0,0,0,0
U00004,V00560,2026-08-04,1437,0,0,0,0
U00004,V00488,2026-08-14,228,0,0,0,0
U00004,V00276,2026-08-14,579,1,0,0,0
U00004,V00991,2026-08-14,2575,0,0,0,0
U00004,V00118,2026-08-14,139,0,0,0,0
U00004,V00929,2026-08-17,908,0,0,0,0
U00004,V00249,2026-08-17,285,0,0,0,0
U00004,V00242,2026-08-17,109,0,0,0,0
U00004,V00386,2026-08-19,42,0,0,0,0
U00004,V00227,2026-08-19,84,0,0,0,0
U00004,V00143,2026-08-19,436,0,0,0,0
U00004,V00396,2026-08-23,1760,0,0,0,0
U00004,V00738,2026-08-24,1057,0,0,0,0
U00004,V00060,2026-08-24,293,0,0,0,0
U00004,V00607,2026-08-24,944,0,0,0,0
U00004,V00029,2026-08-24,920,0,0,0,0
U00004,V00645,2026-08-24,392,0,0,0,0
U00004,V00915,2026-08-31,233,0,0,0,0
U00004,V00720,2026-09-03,107,0,0,0,0
U00004,V00482,2026-09-03,502,0,1,0,0
U00004,V00933,2026-09-03,70,0,0,0,0
U00004,V00822,2026-09-07,455,0,0,0,0
U00004,V00260,2026-09-07,115,0,0,0,0
U00004,V00849,2026-09-07,157,0,0,0,0
U00004,V00831,2026-09-07,2657,0,0,0,0
U00004,V00873,2026-09-07,597,0,0,0,0
U00004,V00111,2026-09-07,1467,0,0,0,0
U00004,V00215,2026-09-07,70,0,0,0,0
U00005,V00085,2026-07-13,134,0,0,0,0
U00005,V00045,2026-07-13,82,0,0,0,0
U00005,V00454,2026-07-13,131,0,0,0,0
U00005,V00852,2026-07-13,64,0,0,0,0
U00005,V00591,2026-07-14,244,0,0,0,0
U00005,V00978,2026-07-14,670,0,0,0,0
U00005,V00098,2026-07-14,1468,0,0,0,0
U00005,V00513,2026-07-14,229,0,0,0,0
U00005,V00911,2026-07-14,651,0,0,0,0
U00005,V00415,2026-07-15,347,0,0,0,0
U00005,V00500,2026-07-15,1652,0,0,0,1
U00005,V00422,2026-07-15,265,0,0,0,0
U00005,V00609,2026-07-15,325,0,0,0,0
U00005,V00543,2026-07-15,236,0,0,0,0
U00005,V00864,2026-07-15,69,0,0,0,1
U00005,V00287,2026-07-16,27,0,0,0,0
U00005,V00355,2026-07-16,1440,0,0,0,0
U00005,V00090,2026-07-16,507,0,0,0,0
U00005,V00940,2026-07-16,1211,0,0,0,0
U00005,V00910,2026-07-16,386,0,0,0,0
U00005,V00794,2026-07-17,262,0,0,0,0
U00005,V00359,2026-07-17,88,0,0,0,0
U00005,V00431,2026-07-17,196,0,0,0,0
U00005,V00451,2026-07-17,1596,0,1,0,0
U00005,V00194,2026-07-17,432,0,0,0,0
U00005,V00661,2026-07-17,157,0,0,0,0
U00005,V00929,2026-07-18,167,0,0,0,0
U00005,V00703,2026-07-18,122,0,0,0,0
U00005,V00846,2026-07-18,982,0,0,0,0
U00005,V00306,2026-07-18,1310,0,1,0,0
U00005,V00328,2026-07-18,978,0,0,0,0
U00005,V00154,2026-07-18,82,0,0,0,0
U00005,V00261,2026-07-18,130,0,0,0,0
U00005,V00346,2026-07-18,107,0,0,0,0
U00005,V00716,2026-07-22,1604,0,0,0,0
U00005,V00308,2026-07-22,163,0,0,0,0
U00005,V00764,2026-07-22,550,0,0,0,0
U00005,V00324,2026-07-24,145,0,0,0,0
U00005,V00878,2026-07-24,333,0,0,0,0
U00005,V00077,2026-07-24,167,0,0,0,0
U00005,V00451,2026-07-24,1202,0,1,0,0
U00005,V00734,2026-07-24,291,0,0,0,0
U00005,V00260,2026-07-24,274,0,0,0,0
U00005,V00001,2026-07-26,406,0,0,0,0
U00005,V00310,2026-07-26,255,0,0,0,0
U00005,V00350,2026-07-26,395,0,0,0,0
U00005,V00589,2026-07-26,181,0,0,0,0
U00005,V00841,2026-07-27,60,0,0,1,0
U00005,V00876,2026-07-27,100,0,0,0,0
U00005,V00426,2026-07-27,362,0,0,0,0
U00005,V00111,2026-07-27,1451,0,0,0,0
U00005,V00824,2026-07-28,813,0,0,1,0
U00005,V00224,2026-07-28,473,1,0,0,0
U00005,V00380,2026-07-28,364,0,0,0,0
U00005,V00535,2026-07-28,185,0,0,0,0
U00005,V00594,2026-07-28,151,0,0,0,0
U00005,V00975,2026-07-31,71,0,0,0,0
U00005,V00661,2026-07-31,82,0,0,0,0
U00005,V00338,2026-07-31,127,0,0,0,0
U00005,V00859,2026-08-05,143,0,0,0,0
U00005,V00030,2026-08-07,384,0,0,0,0
U00005,V00771,2026-08-09,931,0,0,0,0
U00005,V00791,2026-08-09,130,0,0,0,0
U00005,V00240,2026-08-10,444,0,0,0,0
U00005,V00926,2026-08-10,610,1,0,0,0
U00005,V00271,2026-08-10,909,0,0,0,0
U00005,V00324,2026-08-10,29,0,0,0,0
U00005,V00414,2026-08-10,170,0,0,0,0
U00005,V00498,2026-08-11,253,0,0,0,0
U00005,V00526,2026-08-11,192,0,0,0,0
U00005,V00175,2026-08-11,670,0,0,0,0
U00005,V00005,2026-08-12,105,0,0,0,0
U00005,V00156,2026-08-12,1012,0,0,0,0
U00005,V00397,2026-08-12,117,0,0,0,0
U00005,V00224,2026-08-17,865,0,0,0,0
U00005,V00444,2026-08-17,72,0,0,0,0
U00005,V00422,2026-08-17,873,0,0,0,0
U00005,V00224,2026-08-17,1139,0,0,0,0
U00005,V00142,2026-08-19,175,0,0,0,0
U00005,V00832,2026-08-19,659,0,0,0,0
U00005,V00596,2026-08-19,1187,0,0,0,0
U00005,V00755,2026-08-20,912,0,0,0,0
U00005,V00997,2026-08-20,118,0,0,0,0
U00005,V00155,2026-08-20,739,0,0,0,0
U00005,V00922,2026-08-21,523,0,0,0,0
U00005,V00665,2026-08-21,123,0,0,0,1
U00005,V00461,2026-08-21,62,0,0,0,0
U00005,V00090,2026-08-23,862,0,0,0,0
U00005,V00038,2026-08-23,1406,0,0,0,0
U00005,V00764,2026-08-26,739,0,0,0,0
U00005,V00160,2026-08-26,149,0,0,0,0
U00005,V00035,2026-08-26,173,0,0,0,0
U00005,V00568,2026-08-26,406,0,0,0,0
U00005,V00312,2026-08-26,52,0,0,0,0
U00005,V00087,2026-08-31,223,0,0,0,0
U00005,V00883,2026-08-31,88,0,0,1,0
U00005,V00280,2026-08-31,305,0,0,0,0
U00005,V00671,2026-08-31,1091,0,0,0,0
U00005,V00901,2026-08-31,265,0,0,0,0
U00005,V00703,2026-09-04,108,0,0,0,0
U00005,V00535,2026-09-04,639,0,1,0,0
U00005,V00461,2026-09-04,112,0,0,0,0
U00005,V00097,2026-09-05,874,0,0,0,0
U00005,V00958,2026-09-05,146,1,0,0,0
U00005,V00271,2026-09-05,471,0,0,0,0
U00005,V00642,2026-09-05,120,0,0,0,0
U00005,V00089,2026-09-05,1275,0,0,0,0
U00005,V00949,2026-09-05,1076,0,0,0,0
U00005,V00646,2026-09-07,53,0,0,0,0
U00005,V00118,2026-09-07,158,0,0,0,0
U00005,V00714,2026-09-07,533,0,0,0,0
U00005,V00527,2026-09-07,121,0,0,0,0
U00005,V00093,2026-09-07,244,0,0,0,0
U00005,V00419,2026-09-07,240,0,0,0,0
U00005,V00967,2026-09-09,110,0,0,0,0
U00005,V00669,2026-09-09,1153,0,0,0,0
U00005,V00352,2026-09-09,309,0,0,0,0
U00006,V00763,2026-07-21,256,0,0,0,0
U00006,V00029,2026-07-21,1229,0,0,0,0
U00006,V00798,2026-07-21,569,0,0,0,0
U00006,V00234,2026-07-27,2625,0,0,0,0
U00006,V00145,2026-07-27,1126,0,0,0,0
U00006,V00519,2026-07-27,369,0,0,0,0
U00006,V00127,2026-07-28,301,0,0,0,0
U00006,V00852,2026-07-28,202,1,0,0,0
U00006,V00368,2026-08-25,46,0,0,0,0
U00006,V00893,2026-08-25,372,0,0,0,0
U00006,V00841,2026-08-25,110,0,0,0,0
U00006,V00557,2026-08-28,1078,0,0,0,0
U00006,V00915,2026-09-01,1269,0,0,0,0
U00006,V00064,2026-09-01,300,0,0,0,0
U00006,V00918,2026-09-01,266,0,0,0,0
U00006,V00694,2026-09-01,620,0,0,0,0
U00006,V00738,2026-09-01,803,0,0,0,0
U00006,V00102,2026-09-01,373,0,0,0,0
U00006,V00432,2026-09-01,517,0,0,0,0
U00006,V00462,2026-09-01,165,0,0,0,0
U00006,V00978,2026-09-01,114,0,0,0,0
U00006,V00634,2026-09-03,349,0,0,0,0
U00006,V00076,2026-09-03,1354,0,0,0,0
U00006,V00547,2026-09-03,390,0,0,0,0
U00006,V00470,2026-09-03,316,0,0,0,0
U00006,V00248,2026-09-05,68,0,0,0,0
U00006,V00980,2026-09-05,1181,1,0,0,0
U00006,V00675,2026-09-05,985,0,0,0,0
U00006,V00737,2026-09-05,208,0,1,0,0
U00006,V00723,2026-09-05,656,0,0,0,0
U00006,V00312,2026-09-05,307,0,0,0,0
U00006,V00159,2026-09-05,289,0,0,0,0
U00006,V00735,2026-09-05,1411,0,0,0,0
U00007,V00915,2026-07-16,546,0,0,0,0
U00007,V00524,2026-07-16,140,0,0,0,0
U00007,V00615,2026-07-16,343,1,0,0,0
U00007,V00767,2026-07-16,1380,0,0,0,0
U00007,V00190,2026-07-19,307,0,0,0,1
U00007,V00492,2026-07-19,176,0,0,0,0
U00007,V00594,2026-07-19,74,0,0,0,0
U00007,V00517,2026-07-19,123,0,0,0,0
U00007,V00016,2026-07-19,247,0,0,0,0
U00007,V00409,2026-07-19,1151,0,0,0,0
U00007,V00612,2026-07-25,136,0,0,0,0
U00007,V00220,2026-07-25,76,0,0,0,0
U00007,V00805,2026-07-25,840,0,0,0,0
U00007,V00186,2026-07-26,2682,0,0,0,0
U00007,V00728,2026-07-26,86,0,0,0,0
U00007,V00315,2026-07-26,1894,0,0,0,0
U00007,V00860,2026-07-26,807,0,0,0,0
U00007,V00487,2026-07-26,404,1,0,0,0
U00007,V00121,2026-07-27,281,0,0,0,0
U00007,V00746,2026-07-27,341,0,0,0,0
U00007,V00619,2026-07-27,55,0,0,0,0
U00007,V00298,2026-07-27,512,0,1,0,0
U00007,V00605,2026-07-27,1734,0,0,0,0
U00007,V00546,2026-07-27,93,0,0,0,0
U00007,V00462,2026-07-28,1128,0,0,0,0
U00007,V00085,2026-07-28,339,0,0,0,0
U00007,V00718,2026-07-28,97,0,0,0,0
U00007,V00031,2026-07-30,1509,0,0,0,0
U00007,V00244,2026-07-30,1002,0,0,0,0
U00007,V00480,2026-07-30,2229,0,0,0,0
U00007,V00511,2026-07-30,361,0,0,0,0
U00007,V00415,2026-07-30,1709,0,0,0,0
U00007,V00012,2026-07-31,330,0,0,0,0
U00007,V00120,2026-07-31,281,0,0,0,0
U00007,V00487,2026-08-01,151,0,0,0,0
U00007,V00971,2026-08-01,794,0,0,0,0
U00007,V00478,2026-08-01,869,0,0,0,0
U00007,V00852,2026-08-01,168,0,0,0,0
U00007,V00941,2026-08-01,417,0,0,0,0
U00007,V00125,2026-08-01,174,0,0,0,0
U00007,V00266,2026-08-01,296,0,0,0,0
U00007,V00978,2026-08-01,403,0,0,0,0
U00007,V00773,2026-08-01,33,0,0,0,0
U00007,V00910,2026-08-04,1064,0,0,0,0
U00007,V00985,2026-08-04,502,0,0,0,0
U00007,V00251,2026-08-04,1293,0,0,0,0
U00007,V00890,2026-08-04,671,0,0,0,0
U00007,V00064,2026-08-05,227,0,0,0,0
U00007,V00272,2026-08-09,1651,0,0,0,0
U00007,V00441,2026-08-13,1022,0,1,0,0
U00007,V00889,2026-08-13,423,0,0,0,0
U00007,V00672,2026-08-13,282,0,0,0,0
U00007,V00397,2026-08-13,43,0,0,0,0
U00007,V00414,2026-08-15,165,0,0,0,0
U00007,V00541,2026-08-15,299,0,0,0,0
U00007,V00818,2026-08-15,293,0,0,0,0
U00007,V00801,2026-08-15,238,0,0,0,0
U00007,V00881,2026-08-20,419,0,0,0,0
U00007,V00321,2026-08-20,315,0,0,0,0
U00007,V00956,2026-08-24,312,0,0,0,0
U00007,V00266,2026-08-24,683,0,0,0,0
U00007,V00012,2026-08-28,282,1,0,0,0
U00007,V00039,2026-08-30,655,0,0,0,0
U00007,V00249,2026-08-30,757,0,0,0,0
U00007,V00369,2026-08-30,1657,0,0,0,0
U00007,V00319,2026-08-30,296,0,0,0,0
U00007,V00400,2026-08-30,711,0,0,0,0
U00007,V00983,2026-09-06,33,0,0,0,0
U00007,V00768,2026-09-06,1430,1,0,0,0
U00007,V00773,2026-09-06,36,0,0,0,0
U00007,V00014,2026-09-06,414,0,0,1,0
U00007,V00678,2026-09-06,523,0,1,0,0
U00007,V00016,2026-09-08,795,1,0,0,0
U00007,V00971,2026-09-08,1458,1,0,0,0
U00007,V00009,2026-09-08,155,0,0,0,0
U00008,V00857,2026-07-13,765,0,0,0,0
U00008,V00173,2026-07-13,181,0,0,0,0
U00008,V00599,2026-07-13,1489,0,0,0,0
U00008,V00466,2026-07-13,356,0,0,0,0
U00008,V00143,2026-07-13,880,0,0,1,0
U00008,V00218,2026-07-13,1540,0,0,0,0
U00008,V00291,2026-07-17,89,0,0,0,0
U00008,V00788,2026-07-17,1009,0,0,0,0
U00008,V00419,2026-07-17,574,0,0,0,0
U00008,V00522,2026-07-17,113,0,0,0,0
U00008,V00714,2026-07-17,336,0,0,0,0
U00008,V00466,2026-07-17,1378,0,0,0,0
U00008,V00546,2026-07-17,75,0,0,0,0
U00008,V00605,2026-07-17,1403,0,0,0,0
U00008,V00498,2026-07-21,960,0,0,0,0
U00008,V00982,2026-07-21,376,0,0,0,0
U00008,V00703,2026-07-21,64,0,0,0,1
U00008,V00133,2026-07-21,588,0,0,0,0
U00008,V00833,2026-07-21,1015,0,0,0,0
U00008,V00222,2026-07-21,516,0,0,0,0
U00008,V00303,2026-07-21,78,0,0,0,0
U00008,V00290,2026-07-21,593,0,0,0,0
